판매ID,판매일,거래처코드,거래처명,제품코드, 단가 ,수량,할인율, 금액 
331,2019-03-08,23,알프스무역,OA290032," 43,700 ",7,0," 305,900 "
332,2019-03-09,23,알프스무역,BP350679," 248,600 ",6,0," 1,491,600 "
333,2019-03-09,5,오성통상,PA220340," 113,700 ",14,0," 1,591,800 "
334,2019-03-09,38,K마켓,PA220200," 34,300 ",9,0," 308,700 "
335,2019-03-09,51,그린테크,CA270492," 654,700 ",6,0.1," 3,535,380 "
336,2019-03-09,7,삼화상사,PA330295," 15,100 ",9,0," 135,900 "
337,2019-03-09,9,월드링크,OA290173," 48,500 ",5,0," 242,500 "
338,2019-03-09,9,월드링크,OA290184," 53,200 ",7,0," 372,400 "
339,2019-03-09,15,협우상사,TV090660," 1,557,600 ",36,0," 56,073,600 "
340,2019-03-10,8,태강교역,OA290174," 48,500 ",19,0," 921,500 "
341,2019-03-10,26,신세기상사,NT150379," 515,400 ",5,0," 2,577,000 "
342,2019-03-10,4,동광통상,CA270481," 228,800 ",14,0," 3,203,200 "
343,2019-03-10,6,글로벌 전자,SP310696," 313,200 ",3,0," 939,600 "
344,2019-03-10,32,대한전자,TV090660," 1,557,600 ",13,0," 20,248,800 "
345,2019-03-10,29,태성무역,OA290174," 48,500 ",2,0," 97,000 "
346,2019-03-11,8,태강교역,CA280264," 67,300 ",26,0," 1,749,800 "
347,2019-03-11,26,신세기상사,SP320554," 300,000 ",11,0," 3,300,000 "
348,2019-03-11,10,신영상사,PA220278," 14,000 ",6,0," 84,000 "
349,2019-03-11,5,오성통상,BP350680," 239,800 ",5,0," 1,199,000 "
350,2019-03-12,36,굿모닝전자,EP330676," 71,500 ",23,0.1," 1,480,050 "
351,2019-03-12,7,삼화상사,NT150384," 628,600 ",7,0," 4,400,200 "
352,2019-03-12,50,프로시스템즈,PA220178," 33,900 ",7,0," 237,300 "
353,2019-03-13,43,드림테크,MT180395," 338,700 ",13,0," 4,403,100 "
354,2019-03-13,47,삼인시스템,BH060516," 49,200 ",9,0.1," 398,520 "
355,2019-03-13,50,프로시스템즈,PA220214," 34,900 ",13,0.1," 408,330 "
356,2019-03-13,1,한미전자,TV090351," 607,000 ",13,0," 7,891,000 "
357,2019-03-14,27,이화무역,CA280284," 115,300 ",11,0," 1,268,300 "
358,2019-03-14,30,샤론통상,TV090346," 570,600 ",7,0," 3,994,200 "
359,2019-03-14,2,혜성전자,SP320536," 363,000 ",4,0," 1,452,000 "
360,2019-03-14,18,우주전산,CA270494," 653,800 ",28,0.1," 16,475,760 "
361,2019-03-14,21,동화전자,PA220111," 33,900 ",14,0," 474,600 "
362,2019-03-14,23,알프스무역,SP320536," 363,000 ",2,0.1," 653,400 "
363,2019-03-15,39,명성전자,NT150690," 776,600 ",12,0," 9,319,200 "
364,2019-03-15,20,세종물산,CA280117," 53,800 ",14,0.1," 677,880 "
365,2019-03-15,43,드림테크,PA220063," 16,000 ",4,0," 64,000 "
366,2019-03-15,47,삼인시스템,MP010034," 80,700 ",6,0.1," 435,780 "
367,2019-03-15,38,K마켓,PJ200274," 219,500 ",10,0," 2,195,000 "
368,2019-03-15,52,제우스,SP310575," 310,800 ",7,0," 2,175,600 "
369,2019-03-15,36,굿모닝전자,SP310575," 310,800 ",56,0," 17,404,800 "
370,2019-03-16,7,삼화상사,PA220333," 36,400 ",4,0," 145,600 "
371,2019-03-16,52,제우스,DV350158," 15,400 ",11,0," 169,400 "
372,2019-03-16,37,J마켓,TV090349," 570,600 ",6,0," 3,423,600 "
373,2019-03-16,41,금산전자,PA220334," 36,400 ",23,0," 837,200 "
374,2019-03-16,11,서주무역,DV350169," 148,100 ",3,0," 444,300 "
375,2019-03-16,11,서주무역,DV350170," 194,200 ",6,0," 1,165,200 "
376,2019-03-17,29,태성무역,BH060518," 49,200 ",5,0.1," 221,400 "
377,2019-03-17,4,동광통상,PA220225," 17,400 ",6,0," 104,400 "
378,2019-03-17,47,삼인시스템,PA220306," 36,300 ",4,0," 145,200 "
379,2019-03-18,15,협우상사,SP320699," 832,200 ",6,0," 4,993,200 "
380,2019-03-18,27,이화무역,NT150381," 515,400 ",2,0," 1,030,800 "
381,2019-03-18,23,알프스무역,PJ190608," 992,800 ",3,0," 2,978,400 "
382,2019-03-18,29,태성무역,OA290019," 43,700 ",20,0," 874,000 "
383,2019-03-18,21,동화전자,OA290019," 43,700 ",1,0," 43,700 "
384,2019-03-19,26,신세기상사,NT150379," 515,400 ",11,0," 5,669,400 "
385,2019-03-19,43,드림테크,TV090660," 1,557,600 ",11,0," 17,133,600 "
386,2019-03-19,20,세종물산,MP010043," 129,100 ",19,0.1," 2,207,610 "
387,2019-03-19,19,양정물산,OA290047," 30,000 ",28,0," 840,000 "
388,2019-03-19,37,J마켓,TV090658," 1,293,600 ",22,0," 28,459,200 "
389,2019-03-19,27,이화무역,TV090659," 1,337,600 ",7,0," 9,363,200 "
390,2019-03-20,49,강남상사,MP010028," 223,100 ",12,0.1," 2,409,480 "
391,2019-03-20,50,프로시스템즈,DS240471," 475,800 ",19,0.1," 8,136,180 "
392,2019-03-20,15,협우상사,PA220231," 156,600 ",28,0.1," 3,946,320 "
393,2019-03-20,18,우주전산,PA220236," 61,900 ",4,0," 247,600 "
394,2019-03-20,6,글로벌 전자,DC230638," 433,000 ",12,0.1," 4,676,400 "
395,2019-03-21,33,신성무역,CA270488," 226,100 ",7,0.1," 1,424,430 "
396,2019-03-21,34,ABC상사,PJ190662," 437,800 ",19,0," 8,318,200 "
397,2019-03-21,31,한진무역,PA220212," 202,000 ",21,0," 4,242,000 "
398,2019-03-21,20,세종물산,TV090655," 593,800 ",8,0.1," 4,275,360 "
399,2019-03-21,52,제우스,PA330081," 113,700 ",5,0.1," 511,650 "
400,2019-03-21,52,제우스,PJ190609," 992,800 ",5,0," 4,964,000 "
401,2019-03-22,37,J마켓,OA290227," 27,900 ",31,0," 864,900 "
402,2019-03-22,2,혜성전자,SP310578," 313,200 ",3,0.1," 845,640 "
403,2019-03-22,22,동도교역,NT150686," 1,099,800 ",25,0," 27,495,000 "
404,2019-03-22,26,신세기상사,PC170693," 423,700 ",48,0," 20,337,600 "
405,2019-03-22,13,미림상사,OA290227," 27,900 ",4,0.1," 100,440 "
406,2019-03-23,52,제우스,CA270485," 222,100 ",4,0," 888,400 "
407,2019-03-23,8,태강교역,CA280310," 30,400 ",11,0.1," 300,960 "
408,2019-03-23,38,K마켓,CA280287," 520,400 ",10,0.1," 4,683,600 "
409,2019-03-23,31,한진무역,PA220206," 40,200 ",13,0," 522,600 "
410,2019-03-23,18,우주전산,SP320550," 300,000 ",5,0," 1,500,000 "
411,2019-03-24,13,미림상사,PA220268," 18,700 ",5,0," 93,500 "
412,2019-03-24,22,동도교역,MP010011," 19,500 ",19,0.1," 333,450 "
413,2019-03-24,11,서주무역,MP010005," 242,700 ",5,0.1," 1,092,150 "
414,2019-03-24,21,동화전자,PA220076," 26,800 ",39,0," 1,045,200 "
415,2019-03-24,29,태성무역,PA220064," 16,000 ",2,0," 32,000 "
416,2019-03-25,16,대진상사,BH060506," 34,600 ",11,0.1," 342,540 "
417,2019-03-25,30,샤론통상,NT150456," 537,000 ",15,0," 8,055,000 "
418,2019-03-25,1,한미전자,MP010033," 80,700 ",16,0.1," 1,162,080 "
419,2019-03-25,7,삼화상사,DS240469," 398,200 ",8,0.1," 2,867,040 "
420,2019-03-25,18,우주전산,OA290229," 27,900 ",12,0," 334,800 "
421,2019-03-26,22,동도교역,TV090644," 607,000 ",57,0," 34,599,000 "
422,2019-03-26,38,K마켓,CA280282," 115,300 ",12,0.1," 1,245,240 "
423,2019-03-26,27,이화무역,NT150684," 659,800 ",10,0," 6,598,000 "
424,2019-03-27,31,한진무역,SP320544," 351,600 ",61,0," 21,447,600 "
425,2019-03-27,52,제우스,OA290182," 53,200 ",42,0," 2,234,400 "
426,2019-03-27,49,강남상사,SP320560," 210,000 ",23,0," 4,830,000 "
427,2019-03-27,12,유니테크,NT150688," 459,800 ",7,0," 3,218,600 "
428,2019-03-27,12,유니테크,DV350167," 148,100 ",7,0," 1,036,700 "
429,2019-03-27,25,삼양상사,SP320544," 351,600 ",6,0," 2,109,600 "
430,2019-03-28,13,미림상사,PA220233," 156,600 ",11,0," 1,722,600 "
431,2019-03-28,41,금산전자,SP320542," 351,600 ",7,0," 2,461,200 "
432,2019-03-28,24,유미백화점,PA220224," 17,400 ",6,0," 104,400 "
433,2019-03-28,27,이화무역,TV090358," 816,500 ",17,0," 13,880,500 "
434,2019-03-29,8,태강교역,OA290203," 35,200 ",12,0," 422,400 "
435,2019-03-29,31,한진무역,OA290019," 43,700 ",6,0," 262,200 "
436,2019-03-29,9,월드링크,OA290078," 43,700 ",31,0," 1,354,700 "
437,2019-03-29,8,태강교역,OA290203," 35,200 ",13,0," 457,600 "
438,2019-03-29,9,월드링크,OA290078," 43,700 ",6,0," 262,200 "
439,2019-03-30,18,우주전산,PA220301," 21,000 ",3,0," 63,000 "
440,2019-03-30,14,베네디스,CA270487," 226,100 ",7,0.1," 1,424,430 "
441,2019-03-30,44,영진전자,BH060515," 49,200 ",19,0.1," 841,320 "
442,2019-03-31,25,삼양상사,CA270422," 848,400 ",7,0.1," 5,344,920 "
443,2019-03-31,34,ABC상사,PA220304," 21,000 ",4,0," 84,000 "
444,2019-03-31,4,동광통상,TV090647," 807,600 ",4,0," 3,230,400 "
445,2019-03-31,45,인터비타,PA220200," 34,300 ",6,0.1," 185,220 "
446,2019-03-31,9,월드링크,TVAC040666," 550,000 ",7,0," 3,850,000 "
447,2019-04-01,26,신세기상사,MP010043," 129,100 ",5,0.2," 516,400 "
448,2019-04-01,7,삼화상사,MT180395," 338,700 ",5,0," 1,693,500 "
449,2019-04-01,31,한진무역,OA290108," 37,600 ",16,0," 601,600 "
450,2019-04-01,14,베네디스,MT180393," 314,500 ",7,0.2," 1,761,200 "
451,2019-04-01,6,글로벌 전자,PJ190250," 907,400 ",4,0.2," 2,903,680 "
452,2019-04-01,49,강남상사,PA220307," 36,300 ",13,0.2," 377,520 "
453,2019-04-02,31,한진무역,OA290078," 43,700 ",7,0," 305,900 "
454,2019-04-02,12,유니테크,PC170378," 569,400 ",4,0," 2,277,600 "
455,2019-04-02,34,ABC상사,PA220329," 85,000 ",6,0.1," 459,000 "
456,2019-04-02,34,ABC상사,SP320544," 351,600 ",3,0," 1,054,800 "
457,2019-04-03,21,동화전자,CA280188," 26,900 ",2,0.1," 48,420 "
458,2019-04-03,20,세종물산,DV350164," 20,000 ",4,0," 80,000 "
459,2019-04-03,36,굿모닝전자,MP010002," 242,700 ",5,0.1," 1,092,150 "
460,2019-04-03,22,동도교역,BH060623," 161,500 ",21,0," 3,391,500 "
461,2019-04-04,47,삼인시스템,PJ200614," 261,500 ",6,0," 1,569,000 "
462,2019-04-04,11,서주무역,MP010003," 242,700 ",7,0.2," 1,359,120 "
463,2019-04-04,31,한진무역,PJ200274," 219,500 ",16,0," 3,512,000 "
464,2019-04-04,18,우주전산,NT150392," 700,300 ",7,0.2," 3,921,680 "
465,2019-04-04,10,신영상사,SP310567," 325,400 ",6,0.2," 1,561,920 "
466,2019-04-04,31,한진무역,TV090655," 593,800 ",30,0.1," 16,032,600 "
467,2019-04-04,10,신영상사,SP310567," 325,400 ",6,0," 1,952,400 "
468,2019-04-05,47,삼인시스템,PA330243," 5,500 ",35,0.2," 154,000 "
469,2019-04-05,22,동도교역,MP010055," 162,700 ",3,0.2," 390,480 "
470,2019-04-05,6,글로벌 전자,OA290078," 43,700 ",25,0," 1,092,500 "
471,2019-04-05,14,베네디스,TV090658," 1,293,600 ",6,0," 7,761,600 "
472,2019-04-06,46,부성전자,NT150380," 515,400 ",4,0.1," 1,855,440 "
473,2019-04-06,26,신세기상사,CA280112," 248,900 ",7,0.1," 1,568,070 "
474,2019-04-06,31,한진무역,TV090369," 512,700 ",17,0," 8,715,900 "
475,2019-04-06,26,신세기상사,TV090364," 1,436,600 ",6,0," 8,619,600 "
476,2019-04-07,43,드림테크,MT180402," 496,400 ",6,0," 2,978,400 "
477,2019-04-07,19,양정물산,SP320542," 351,600 ",12,0.1," 3,797,280 "
478,2019-04-07,15,협우상사,DV350145," 218,500 ",9,0.1," 1,769,850 "
479,2019-04-07,24,유미백화점,PA220260," 17,400 ",55,0.1," 861,300 "
480,2019-04-08,45,인터비타,CA280191," 26,900 ",18,0.2," 387,360 "
481,2019-04-08,51,그린테크,TV090366," 1,436,600 ",10,0," 14,366,000 "
482,2019-04-08,30,샤론통상,BH060623," 161,500 ",11,0.1," 1,598,850 "
483,2019-04-08,40,가나전자,TVAC040670," 66,000 ",11,0," 726,000 "
484,2019-04-09,12,유니테크,MP010013," 29,000 ",10,0.1," 261,000 "
485,2019-04-09,20,세종물산,PA220262," 17,400 ",12,0.1," 187,920 "
486,2019-04-09,16,대진상사,DC230643," 433,000 ",3,0.1," 1,169,100 "
487,2019-04-10,14,베네디스,DV350160," 15,400 ",10,0.1," 138,600 "
488,2019-04-10,1,한미전자,BH060514," 49,200 ",17,0.1," 752,760 "
489,2019-04-10,15,협우상사,OA290180," 48,800 ",12,0.2," 468,480 "
490,2019-04-10,49,강남상사,SP310290," 310,800 ",11,0.2," 2,735,040 "
491,2019-04-10,49,강남상사,SP310290," 310,800 ",10,0.1," 2,797,200 "
492,2019-04-11,3,태화상사,CA270441," 502,000 ",8,0.1," 3,614,400 "
493,2019-04-11,8,태강교역,OA290186," 27,900 ",31,0.1," 778,410 "
494,2019-04-11,48,한양이엔지,AD340678," 264,000 ",15,0.2," 3,168,000 "
495,2019-04-11,18,우주전산,PA220224," 17,400 ",3,0.1," 46,980 "
496,2019-04-11,51,그린테크,DC230639," 433,000 ",10,0.1," 3,897,000 "
497,2019-04-11,8,태강교역,OA290186," 27,900 ",12,0.1," 301,320 "
498,2019-04-12,52,제우스,PJ190609," 992,800 ",6,0," 5,956,800 "
499,2019-04-12,26,신세기상사,PA330297," 15,100 ",7,0.1," 95,130 "
500,2019-04-12,39,명성전자,MP010059," 133,500 ",9,0.1," 1,081,350 "
501,2019-04-12,47,삼인시스템,TV090344," 424,900 ",11,0.1," 4,206,510 "
502,2019-04-13,4,동광통상,SP310572," 350,900 ",4,0.1," 1,263,240 "
503,2019-04-13,16,대진상사,PA220063," 16,000 ",3,0.1," 43,200 "
504,2019-04-13,12,유니테크,NT150681," 975,000 ",6,0," 5,850,000 "
505,2019-04-13,8,태강교역,CA270479," 242,300 ",8,0.1," 1,744,560 "
506,2019-04-13,4,동광통상,SP310572," 350,900 ",4,0.1," 1,263,240 "
507,2019-04-14,46,부성전자,PA220200," 34,300 ",4,0," 137,200 "
508,2019-04-14,50,프로시스템즈,OA290030," 43,700 ",2,0.1," 78,660 "
509,2019-04-14,10,신영상사,PA220312," 22,800 ",5,0," 114,000 "
510,2019-04-14,14,베네디스,PA220088," 131,200 ",4,0.1," 472,320 "
511,2019-04-14,18,우주전산,MP010026," 223,100 ",2,0," 446,200 "
512,2019-04-14,50,프로시스템즈,SP310549," 352,100 ",3,0," 1,056,300 "
513,2019-04-15,50,프로시스템즈,PA330295," 15,100 ",2,0," 30,200 "
514,2019-04-15,27,이화무역,CA270500," 652,900 ",34,0.2," 17,758,880 "
515,2019-04-15,25,삼양상사,NT150388," 628,600 ",15,0," 9,429,000 "
516,2019-04-15,34,ABC상사,PA220213," 202,000 ",7,0.2," 1,131,200 "
517,2019-04-16,35,에이빌,TV090363," 1,436,600 ",3,0," 4,309,800 "
518,2019-04-16,34,ABC상사,CA270408," 568,000 ",13,0.1," 6,645,600 "
519,2019-04-16,8,태강교역,TV090656," 633,600 ",2,0," 1,267,200 "
520,2019-04-16,23,알프스무역,CA270418," 860,500 ",19,0.1," 14,714,550 "
521,2019-04-16,42,우리정보,PA220339," 113,700 ",2,0," 227,400 "
522,2019-04-16,21,동화전자,SP310575," 310,800 ",8,0," 2,486,400 "
523,2019-04-17,22,동도교역,OA290203," 35,200 ",2,0.2," 56,320 "
524,2019-04-17,48,한양이엔지,NT150598," 700,300 ",8,0," 5,602,400 "
525,2019-04-17,52,제우스,BH060505," 46,100 ",6,0.2," 221,280 "
526,2019-04-17,16,대진상사,PA220073," 71,200 ",3,0.2," 170,880 "
527,2019-04-17,10,신영상사,SP320564," 210,000 ",8,0," 1,680,000 "
528,2019-04-18,46,부성전자,CA280223," 9,300 ",5,0.1," 41,850 "
529,2019-04-18,31,한진무역,PA220305," 36,300 ",3,0," 108,900 "
530,2019-04-18,50,프로시스템즈,SP320554," 300,000 ",2,0," 600,000 "
531,2019-04-18,33,신성무역,PA220325," 28,200 ",2,0," 56,400 "
532,2019-04-18,10,신영상사,TV090347," 570,600 ",2,0," 1,141,200 "
533,2019-04-19,47,삼인시스템,MP010001," 242,700 ",4,0," 970,800 "
534,2019-04-19,13,미림상사,SP320526," 285,000 ",21,0," 5,985,000 "
535,2019-04-19,47,삼인시스템,OA290078," 43,700 ",10,0," 437,000 "
536,2019-04-20,39,명성전자,PA220074," 71,200 ",14,0," 996,800 "
537,2019-04-20,17,티엔씨에스,PA220278," 14,000 ",4,0," 56,000 "
538,2019-04-20,11,서주무역,SP320698," 832,200 ",2,0.2," 1,331,520 "
539,2019-04-20,11,서주무역,SP320525," 285,000 ",4,0.1," 1,026,000 "
540,2019-04-20,6,글로벌 전자,TV090644," 607,000 ",4,0," 2,428,000 "
541,2019-04-20,11,서주무역,SP320698," 832,200 ",7,0.2," 4,660,320 "
542,2019-04-21,21,동화전자,PA220101," 24,200 ",3,0.1," 65,340 "
543,2019-04-21,5,오성통상,TV090646," 816,500 ",11,0," 8,981,500 "
544,2019-04-21,27,이화무역,PA330083," 113,700 ",7,0.1," 716,310 "
545,2019-04-22,16,대진상사,PA220219," 40,300 ",2,0.1," 72,540 "
546,2019-04-22,27,이화무역,BH060634," 218,700 ",22,0.2," 3,849,120 "
547,2019-04-22,36,굿모닝전자,TV090363," 1,436,600 ",5,0," 7,183,000 "
548,2019-04-22,43,드림테크,CA280194," 105,000 ",7,0.1," 661,500 "
549,2019-04-22,45,인터비타,DS240469," 398,200 ",5,0.1," 1,791,900 "
550,2019-04-23,41,금산전자,MT180376," 60,400 ",6,0.1," 326,160 "
551,2019-04-23,6,글로벌 전자,DV350168," 148,100 ",1,0.1," 133,290 "
552,2019-04-23,46,부성전자,SP320541," 400,600 ",4,0.2," 1,281,920 "
553,2019-04-24,12,유니테크,PA220067," 24,100 ",1,0.1," 21,690 "
554,2019-04-24,31,한진무역,MP010040," 94,300 ",14,0.1," 1,188,180 "
555,2019-04-24,23,알프스무역,OA290108," 37,600 ",3,0.2," 90,240 "
556,2019-04-25,46,부성전자,OA290228," 27,900 ",6,0.1," 150,660 "
557,2019-04-25,29,태성무역,CA280131," 70,200 ",5,0.1," 315,900 "
558,2019-04-25,51,그린테크,PA220075," 26,800 ",4,0.1," 96,480 "
559,2019-04-25,48,한양이엔지,PA220085," 67,300 ",3,0.2," 161,520 "
560,2019-04-25,48,한양이엔지,MT180605," 338,700 ",2,0.2," 541,920 "
561,2019-04-25,46,부성전자,OA290228," 27,900 ",3,0.1," 75,330 "
562,2019-04-26,22,동도교역,BH060634," 218,700 ",2,0.1," 393,660 "
563,2019-04-26,47,삼인시스템,NT150384," 628,600 ",3,0.2," 1,508,640 "
564,2019-04-26,2,혜성전자,PA220071," 30,800 ",7,0.1," 194,040 "
565,2019-04-26,35,에이빌,DV350157," 21,800 ",4,0.2," 69,760 "
566,2019-04-27,51,그린테크,CA270484," 228,800 ",7,0.1," 1,441,440 "
567,2019-04-27,38,K마켓,CA270486," 222,100 ",3,0.1," 599,670 "
568,2019-04-27,34,ABC상사,MT180401," 496,400 ",2,0.1," 893,520 "
569,2019-04-27,20,세종물산,PA220100," 24,200 ",6,0.1," 130,680 "
570,2019-04-27,25,삼양상사,TV090355," 455,400 ",22,0," 10,018,800 "
571,2019-04-27,43,드림테크,DV350168," 148,100 ",2,0.1," 266,580 "
572,2019-04-27,43,드림테크,DV350172," 194,200 ",4,0," 776,800 "
573,2019-04-28,27,이화무역,OA290078," 43,700 ",12,0.2," 419,520 "
574,2019-04-28,43,드림테크,CA280133," 70,200 ",3,0.1," 189,540 "
575,2019-04-28,23,알프스무역,SP310575," 310,800 ",15,0," 4,662,000 "
576,2019-04-29,35,에이빌,CA280128," 37,700 ",2,0.1," 67,860 "
577,2019-04-29,51,그린테크,NT150600," 916,200 ",2,0," 1,832,400 "
578,2019-04-29,34,ABC상사,EP330672," 71,500 ",9,0.1," 579,150 "
579,2019-04-29,11,서주무역,TV090358," 816,500 ",2,0," 1,633,000 "
580,2019-04-30,41,금산전자,MP010005," 242,700 ",18,0.2," 3,494,880 "
581,2019-04-30,21,동화전자,CA270478," 253,000 ",3,0.1," 683,100 "
582,2019-04-30,10,신영상사,TV090365," 1,436,600 ",1,0," 1,436,600 "
583,2019-04-30,8,태강교역,CA270480," 228,800 ",9,0.1," 1,853,280 "
584,2019-04-30,10,신영상사,TV090650," 594,000 ",2,0," 1,188,000 "
585,2019-04-30,21,동화전자,TVAC040670," 66,000 ",7,0," 462,000 "
586,2019-05-01,16,대진상사,DC230643," 433,000 ",9,0.1," 3,507,300 "
587,2019-05-01,33,신성무역,PJ190251," 1,085,800 ",13,0," 14,115,400 "
588,2019-05-01,4,동광통상,NT150387," 628,600 ",3,0," 1,885,800 "
589,2019-05-01,36,굿모닝전자,NT150461," 554,700 ",4,0.1," 1,996,920 "
590,2019-05-02,12,유니테크,DS240469," 398,200 ",3,0.1," 1,075,140 "
591,2019-05-02,10,신영상사,PA220096," 16,000 ",4,0.1," 57,600 "
592,2019-05-02,37,J마켓,NT150460," 491,400 ",2,0," 982,800 "
593,2019-05-02,3,태화상사,SP310575," 310,800 ",2,0.1," 559,440 "
594,2019-05-03,16,대진상사,MP010041," 129,100 ",9,0," 1,161,900 "
595,2019-05-03,47,삼인시스템,CA280284," 115,300 ",3,0.1," 311,310 "
596,2019-05-03,44,영진전자,OA290079," 43,700 ",3,0.1," 117,990 "
597,2019-05-03,30,샤론통상,MP010005," 242,700 ",7,0," 1,698,900 "
598,2019-05-03,51,그린테크,PA220123," 29,000 ",8,0.1," 208,800 "
599,2019-05-03,44,영진전자,OA290079," 43,700 ",7,0.1," 275,310 "
600,2019-05-04,41,금산전자,SP320547," 332,400 ",7,0.1," 2,094,120 "
601,2019-05-04,28,서진전자,TV090360," 816,500 ",5,0," 4,082,500 "
602,2019-05-04,15,협우상사,TVAC040669," 99,000 ",8,0.1," 712,800 "
603,2019-05-04,47,삼인시스템,SP310696," 313,200 ",3,0.1," 845,640 "
604,2019-05-04,5,오성통상,MT180605," 338,700 ",5,0.1," 1,524,150 "
605,2019-05-04,6,글로벌 전자,TV090653," 769,800 ",7,0," 5,388,600 "
606,2019-05-04,6,글로벌 전자,DV350167," 148,100 ",20,0.1," 2,665,800 "
607,2019-05-04,8,태강교역,SP310565," 242,800 ",5,0," 1,214,000 "
608,2019-05-04,33,신성무역,TV090661," 2,217,600 ",7,0," 15,523,200 "
609,2019-05-04,41,금산전자,SP320547," 332,400 ",5,0.1," 1,495,800 "
610,2019-05-05,41,금산전자,NT150383," 515,400 ",8,0," 4,123,200 "
611,2019-05-05,35,에이빌,OA290021," 43,700 ",5,0.1," 196,650 "
612,2019-05-05,23,알프스무역,PJ190610," 992,800 ",16,0," 15,884,800 "
613,2019-05-05,28,서진전자,NT150381," 515,400 ",9,0," 4,638,600 "
614,2019-05-05,10,신영상사,NT150600," 916,200 ",7,0," 6,413,400 "
615,2019-05-05,47,삼인시스템,OA290205," 35,200 ",3,0.1," 95,040 "
616,2019-05-06,24,유미백화점,MP010041," 129,100 ",8,0.1," 929,520 "
617,2019-05-06,38,K마켓,MP010053," 261,700 ",14,0.1," 3,297,420 "
618,2019-05-06,36,굿모닝전자,SP320532," 321,900 ",11,0.1," 3,186,810 "
619,2019-05-07,10,신영상사,SP320525," 285,000 ",10,0.1," 2,565,000 "
620,2019-05-07,1,한미전자,TV090659," 1,337,600 ",19,0," 25,414,400 "
621,2019-05-07,42,우리정보,NT150462," 628,600 ",7,0," 4,400,200 "
622,2019-05-07,53,국제전자,SP320702," 932,200 ",17,0.1," 14,262,660 "
623,2019-05-07,40,가나전자,OA290030," 43,700 ",10,0.1," 393,300 "
624,2019-05-07,40,가나전자,DV350169," 148,100 ",8,0," 1,184,800 "
625,2019-05-07,22,동도교역,SP320547," 332,400 ",3,0.1," 897,480 "
626,2019-05-07,53,국제전자,SP320702," 932,200 ",2,0," 1,864,400 "
627,2019-05-08,19,양정물산,PJ190254," 628,600 ",7,0," 4,400,200 "
628,2019-05-08,5,오성통상,NT150595," 628,600 ",7,0," 4,400,200 "
629,2019-05-08,39,명성전자,TV090651," 462,000 ",8,0," 3,696,000 "
630,2019-05-08,4,동광통상,OA290181," 48,800 ",12,0.1," 527,040 "
631,2019-05-08,43,드림테크,TVAC040669," 99,000 ",11,0," 1,089,000 "
632,2019-05-09,40,가나전자,OA290181," 48,800 ",21,0," 1,024,800 "
633,2019-05-09,20,세종물산,PA220261," 17,400 ",2,0.1," 31,320 "
634,2019-05-09,53,국제전자,SP310578," 313,200 ",7,0," 2,192,400 "
635,2019-05-09,40,가나전자,PA220232," 156,600 ",7,0.1," 986,580 "
636,2019-05-09,28,서진전자,TV090350," 607,000 ",30,0.1," 16,389,000 "
637,2019-05-09,50,프로시스템즈,CA270484," 228,800 ",7,0.1," 1,441,440 "
638,2019-05-09,47,삼인시스템,PJ190664," 437,800 ",2,0," 875,600 "
639,2019-05-09,10,신영상사,TV090658," 1,293,600 ",2,0.1," 2,328,480 "
640,2019-05-09,40,가나전자,OA290181," 48,800 ",7,0.1," 307,440 "
641,2019-05-09,53,국제전자,SP310578," 313,200 ",4,0," 1,252,800 "
642,2019-05-10,41,금산전자,CA270490," 680,900 ",15,0.1," 9,192,150 "
643,2019-05-10,50,프로시스템즈,NT150688," 459,800 ",46,0," 21,150,800 "
644,2019-05-10,44,영진전자,OA290023," 22,900 ",2,0.1," 41,220 "
645,2019-05-10,6,글로벌 전자,SP320551," 300,000 ",2,0," 600,000 "
646,2019-05-11,38,K마켓,TV090648," 556,600 ",6,0," 3,339,600 "
647,2019-05-11,41,금산전자,TV090652," 638,000 ",3,0," 1,914,000 "
648,2019-05-11,44,영진전자,OA290227," 27,900 ",5,0.1," 125,550 "
649,2019-05-11,34,ABC상사,PA220063," 16,000 ",5,0.1," 72,000 "
650,2019-05-12,29,태성무역,DV350152," 13,400 ",8,0.1," 96,480 "
651,2019-05-12,14,베네디스,CA270432," 508,400 ",3,0.1," 1,372,680 "
652,2019-05-12,41,금산전자,DV350171," 194,200 ",2,0," 388,400 "
653,2019-05-13,12,유니테크,TV090344," 424,900 ",3,0," 1,274,700 "
654,2019-05-13,25,삼양상사,MP010059," 133,500 ",4,0," 534,000 "
655,2019-05-13,42,우리정보,TVAC040668," 70,400 ",1,0," 70,400 "
656,2019-05-14,7,삼화상사,DV350152," 13,400 ",4,0," 53,600 "
657,2019-05-14,24,유미백화점,CA270496," 653,800 ",9,0.1," 5,295,780 "
658,2019-05-14,1,한미전자,NT150460," 491,400 ",2,0," 982,800 "
659,2019-05-14,45,인터비타,DV350167," 148,100 ",1,0," 148,100 "
660,2019-05-14,45,인터비타,DV350171," 194,200 ",4,0," 776,800 "
661,2019-05-14,40,가나전자,TV090648," 556,600 ",27,0," 15,028,200 "
662,2019-05-15,7,삼화상사,TV090345," 424,900 ",4,0," 1,699,600 "
663,2019-05-15,13,미림상사,SP310293," 355,700 ",4,0," 1,422,800 "
664,2019-05-15,46,부성전자,CA270407," 568,000 ",8,0.1," 4,089,600 "
